,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_pesos_constantes
12649,14020,257568,52786,2021-08-01,Departamento,38.0,38.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,Ramos Mejía,U,-58.5580970154182,-34.6354697790941,2021,6221.45396744455
3522,1947,37404,42285,2021-09-01,Departamento,40.0,38.0,1,1,2,0.0,No,8 años,0,Sí,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,Ciudad Madero,U,-58.5002406985092,-34.6939031039287,2021,5530.18130445499
7270,2991,55951,51139,2022-03-01,Departamento,40.0,40.0,1,1,2,0.0,No,50 años,0,Sí,0,0,0,Sí,0,0,Sí,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,Ramos Mejía,U,-58.5626287262692,-34.6444285687466,2022,5643.44856315226
12783,12868,235955,41936,2022-05-01,Departamento,40.0,40.0,1,1,2,,0,17,,1,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,La Matanza,Bs.As. G.B.A. Oeste,La Tablada,U,-58.5439313984676,-34.695160667573,2022,4559.09350194409
11325,9108,166291,42295,2022-02-01,Departamento,80.0,57.0,2,1,3,0.0,0,6 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,Villa Celina,U,-58.4784116570556,-34.6941699213873,2022,7025.15288549183
11175,7929,145633,51798,2022-02-01,Departamento,105.0,100.0,2,3,3,0.0,0,35 años,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,Ramos Mejía,U,-58.5603796337439,-34.6408506619825,2022,17061.0855790516
8855,12348,226919,45542,2021-12-01,Departamento,40.0,40.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,San Justo,S,-58.5719335953088,-34.6749658675973,2021,4803.66425885296
4749,9370,171447,47199,2021-10-01,Departamento,65.0,60.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,La Matanza,Bs.As. G.B.A. Oeste,Lomas del Mirador,S,-58.5455780615643,-34.6662861912495,2021,9524.78191443703
9289,10821,199172,49815,2021-02-01,Departamento,80.0,80.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,Ramos Mejía,S,-58.5802177187826,-34.6514152614826,2021,12222.639308245
8410,3422,64222,28075,2022-07-01,Departamento,35.0,30.0,1,1,2,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,La Matanza,Bs.As. G.B.A. Oeste,González Catán,U,-58.6392871459613,-34.7696539256733,2022,4777.84504651808
11955,9993,183246,28420,2022-03-01,Departamento,400.0,40.0,1,1,2,0.0,No,0 años,0,Sí,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,No,11,0.0,0,0.0,0.0,0,0.0,0,0,La Matanza,Bs.As. G.B.A. Oeste,González Catán,N,-58.6042960625491,-34.7683168345,2022,5643.44856315226
